frame,x,y
532,53,561
533,53,562
534,52,563
535,52,563
536,52,566
537,52,564
538,52,564
539,51,565
540,51,565
541,51,565
542,50,568
543,51,566
544,50,569
545,50,567
546,50,567
547,50,567
548,50,568
549,50,568
550,49,569
551,49,569
552,49,572
553,49,570
554,49,570
555,48,570
556,48,571
557,48,571
558,48,571
559,47,572
560,47,573
561,47,573
562,47,573
563,46,573
564,46,575
565,46,575
566,46,575
567,46,573
568,46,573
569,46,573
570,46,573
571,46,573
572,46,573
573,46,573
574,46,573
575,46,573
576,46,573
577,46,573
578,46,573
579,46,574
580,46,574
581,46,574
582,46,574
583,46,575
584,46,575
585,46,575
586,46,575
587,46,575
588,46,575
589,46,576
590,46,576
591,45,576
592,46,576
593,45,577
594,45,577
595,45,578
596,45,580
597,45,579
598,45,579
599,45,579
600,45,579
601,45,580
602,45,580
603,44,580
604,44,580
605,44,580
606,44,580
607,44,581
608,44,581
609,44,581
610,44,581
611,44,581
612,44,582
613,44,582
614,44,582
615,44,582
616,44,582
617,44,582
618,44,582
619,44,583
620,44,582
621,44,583
622,44,583
623,44,583
624,44,583
625,44,583
626,44,583
627,44,584
628,44,584
629,44,585
630,44,584
631,44,584
632,44,584
633,44,584
634,44,584
635,43,585
636,44,585
637,44,585
638,44,585
639,44,585
640,44,586
641,44,586
642,44,588
643,43,588
644,43,589
645,43,589
646,43,589
647,43,589
648,43,589
649,43,589
650,43,589
651,43,589
652,43,589
653,43,589
654,43,589
655,43,589
656,43,589
657,43,589
658,43,589
659,43,590
660,43,590
661,43,590
662,43,590
663,43,590
664,43,590
665,43,590
666,43,590
667,43,591
668,43,591
669,43,591
670,43,591
671,43,591
672,43,591
673,43,591
674,43,591
675,43,591
676,43,591
677,43,591
678,43,591
679,43,591
680,43,591
681,44,591
682,44,591
683,44,591
684,43,591
685,43,591
686,43,591
687,43,591
688,44,592
689,43,592
690,44,592
691,44,592
692,44,592
693,44,592
694,44,592
695,44,592
696,44,592
697,44,592
698,44,592
699,44,592
700,44,592
701,44,592
702,44,592
703,44,592
704,44,592
705,44,592
706,44,592
707,44,592
708,44,592
709,44,593
710,44,592
711,44,592
712,44,592
713,44,593
714,44,593
715,44,593
716,44,593
717,44,593
718,44,593
719,44,593
720,44,593
721,44,593
722,44,593
723,44,593
724,44,593
725,44,593
726,44,592
727,44,593
728,44,593
729,44,593
730,44,592
731,44,593
732,44,592
733,44,592
734,44,592
735,44,592
736,44,592
737,44,593
738,44,592
739,44,593
740,44,593
741,44,593
742,44,592
743,44,592
744,44,592
745,44,592
746,44,592
747,44,592
748,44,592
749,44,592
750,44,592
751,43,592
752,43,592
753,43,592
754,43,592
755,43,592
756,43,592
757,43,592
758,43,592
759,43,592
760,43,592
761,43,592
762,43,592
763,43,592
764,43,592
765,43,592
766,43,592
767,43,592
768,43,591
769,42,591
770,42,591
771,42,591
772,42,591
773,42,590
774,42,590
775,42,590
776,42,589
777,42,589
778,42,589
779,42,589
780,42,588
781,42,588
782,42,588
783,42,588
784,42,587
785,42,587
786,42,587
787,42,586
788,42,586
789,42,586
790,42,586
791,42,585
792,42,585
793,42,585
794,42,585
795,42,585
796,42,585
797,42,585
798,42,585
799,42,585
800,42,585
801,42,586
802,42,586
803,43,586
804,43,586
805,43,586
806,43,586
807,43,586
808,43,586
809,43,586
810,44,587
811,44,587
812,44,587
813,44,587
814,44,586
815,44,586
816,44,587
817,44,587
818,44,586
819,44,586
820,44,586
821,44,587
822,44,587
823,44,587
824,44,587
825,44,587
826,44,587
827,44,587
828,44,587
829,44,587
830,44,587
831,44,587
832,44,587
833,44,587
834,44,587
835,44,587
836,44,587
837,44,587
838,44,587
839,44,587
840,44,587
841,44,587
842,44,587
843,44,587
844,44,587
845,44,587
846,44,587
847,44,587
848,44,587
849,44,587
850,44,587
851,44,587
852,44,587
853,44,587
854,44,587
855,44,587
856,44,587
857,44,588
858,44,588
859,44,588
860,44,588
861,44,588
862,44,587
863,43,587
864,44,587
865,43,587
866,43,587
867,43,587
868,43,587
869,43,587
870,43,587
871,43,587
872,43,587
873,43,587
874,43,587
875,43,587
876,43,587
877,43,587
878,43,587
879,43,587
880,43,587
881,43,587
882,43,587
883,43,587
884,43,587
885,43,587
886,43,587
887,43,587
888,43,587
889,43,587
890,42,587
891,42,587
892,42,588
893,42,588
894,42,587
895,42,587
896,42,587
897,42,587
898,42,587
899,42,587
900,42,587
901,42,587
902,42,586
903,42,586
904,42,586
905,42,586
906,42,586
907,42,586
908,42,586
909,42,586
910,42,585
911,42,585
912,42,585
913,42,585
914,42,585
915,42,585
916,42,585
917,42,585
918,42,585
919,42,585
920,42,585
921,41,584
922,41,584
923,41,584
924,41,584
925,41,584
926,41,584
927,41,584
928,41,584
929,41,584
930,41,584
931,41,584
932,41,584
933,41,584
934,41,584
935,41,584
936,41,584
937,41,584
938,41,584
939,41,584
940,41,584
941,41,584
942,41,584
943,41,584
944,41,583
945,41,583
946,41,583
947,41,583
948,41,583
949,41,583
950,41,583
951,41,583
952,41,583
953,41,583
954,41,583
955,41,583
956,41,583
957,41,583
958,41,583
959,41,583
960,41,583
961,41,583
962,41,583
963,41,583
964,41,583
965,41,583
966,41,583
967,41,583
968,41,583
969,41,583
970,41,583
971,41,583
972,41,582
973,41,582
974,41,582
975,41,582
976,41,582
977,41,582
978,41,582
979,41,583
980,41,582
981,41,582
982,41,582
983,41,582
984,41,582
985,41,582
986,41,583
987,41,583
988,41,583
989,41,583
990,41,583
991,41,583
992,41,583
993,41,583
994,41,583
995,41,583
996,41,583
997,41,583
998,41,583
999,41,583
1000,41,583
1001,41,583
1002,41,583
1003,41,583
1004,41,583
1005,41,583
1006,41,583
1007,41,583
1008,41,583
1009,41,583
1010,41,583
1011,41,583
1012,41,583
1013,41,583
1014,41,583
1015,41,583
1016,41,583
1017,41,583
1018,41,583
1019,41,583
1020,41,583
1021,41,583
1022,41,583
1023,41,583
1024,41,583
1025,41,583
1026,41,583
1027,41,583
1028,41,583
1029,41,583
1030,41,583
1031,41,583
1032,41,583
1033,41,583
1034,41,583
1035,41,583
1036,41,583
1037,41,583
1038,41,583
1039,41,583
1040,41,583
1041,41,583
1042,41,583
1043,41,583
1044,41,583
1045,41,583
1046,41,583
1047,41,583
1048,41,583
1049,41,583
1050,41,583
1051,41,583
1052,41,583
1053,41,583
1054,41,583
1055,41,583
1056,41,583
1057,41,583
1058,41,583
1059,41,583
1060,41,583
1061,41,583
1062,41,583
1063,41,583
1064,41,583
1065,41,583
1066,41,583
1067,41,583
1068,41,583
1069,41,583
1070,41,583
1071,41,583
1072,41,583
1073,41,583
1074,41,583
1075,41,583
1076,41,583
1077,41,583
1078,41,583
1079,41,583
1080,41,583
1081,41,583
1082,41,583
1083,41,583
1084,41,583
1085,41,583
1086,41,583
1087,41,583
1088,41,583
1089,41,583
1090,41,583
1091,41,583
1092,41,583
1093,41,583
1094,41,583
1095,41,583
1096,41,583
1097,41,583
1098,41,583
1099,41,583
1100,41,583
1101,41,583
1102,41,583
1103,41,583
1104,41,583
1105,41,583
1106,41,583
1107,41,583
1108,41,583
1109,41,583
1110,41,583
1111,41,583
1112,41,583
1113,41,584
1114,41,583
1115,41,583
1116,41,583
1117,41,583
1118,41,583
1119,41,583
1120,41,584
1121,41,584
1122,41,584
1123,41,584
1124,41,583
1125,41,583
1126,41,583
1127,41,583
1128,41,583
1129,41,583
1130,41,583
1131,41,583
1132,41,583
1133,41,583
1134,41,583
1135,41,583
1136,41,583
1137,41,582
1138,41,582
1139,41,582
1140,42,582
1141,41,582
1142,41,582
1143,42,582
1144,42,581
1145,41,582
1146,42,581
1147,42,581
1148,42,581
1149,42,581
1150,42,581
1151,41,581
1152,42,581
1153,41,581
1154,41,582
1155,41,582
1156,41,582
1157,42,581
1158,42,581
1159,42,582
1160,42,582
1161,42,582
1162,42,583
1163,41,583
1164,41,583
1165,42,583
1166,42,586
1167,42,586
1168,42,586
1169,42,586
1170,42,586
1171,42,586
1172,42,586
1173,42,586
1174,42,586
1175,42,586
1176,42,585
1177,42,585
1178,42,585
1179,42,585
1180,42,585
1181,42,584
1182,41,584
1183,41,584
1184,41,584
1185,41,584
1186,41,581
1187,41,580
1188,42,580
1189,42,579
1190,42,578
1191,41,576
1192,42,573
1193,42,573
1194,42,572
1195,42,572
1196,42,572
1197,42,569
1198,42,569
1199,42,568
1200,42,568
1201,42,568
1202,42,567
1203,42,567
1204,42,567
1205,42,567
1206,42,567
1207,42,567
1208,42,567
1209,42,567
1210,42,567
1211,42,567
1212,42,567
1213,42,568
1214,41,568
1215,41,568
1216,41,568
1217,41,568
1218,41,568
1219,41,569
1220,41,571
1221,41,572
1222,41,572
1223,41,572
1224,41,572
1225,41,572
1226,41,574
1227,41,576
1228,41,576
1229,41,576
1230,41,577
1231,40,577
1232,41,577
1233,41,577
1234,41,577
1235,40,578
1236,40,578
1237,40,578
1238,40,578
1239,40,578
1240,40,578
1241,41,578
1242,41,578
1243,41,578
1244,41,580
1245,41,585
1246,41,587
1247,41,587
1248,41,587
1249,41,587
1250,41,587
1251,41,587
1252,41,587
1253,41,587
1254,41,587
1255,41,587
1256,41,587
1257,41,587
1258,41,587
1259,41,587
1260,41,587
1261,41,587
1262,41,587
1263,41,588
1264,41,588
1265,41,590
1266,41,592
1267,41,592
1268,41,592
1269,41,592
1270,41,592
1271,41,592
1272,41,592
1273,41,592
1274,41,592
1275,41,592
1276,41,591
1277,41,591
1278,41,590
1279,41,590
1280,41,590
1281,41,590
1282,41,590
1283,41,590
1284,41,590
1285,41,590
1286,41,590
1287,41,590
1288,41,590
1289,41,590
1290,41,590
1291,41,590
1292,41,590
1293,41,590
1294,41,590
1295,41,590
1296,41,590
1297,41,590
1298,41,590
1299,41,590
1300,41,590
1301,41,590
1302,41,590
1303,41,590
1304,41,590
1305,41,590
1306,41,590
1307,41,590
1308,41,590
1309,41,590
1310,41,590
1311,41,590
1312,41,590
1313,41,590
1314,41,590
1315,41,591
1316,41,591
1317,40,591
1318,40,591
1319,40,591
1320,41,591
1321,40,591
1322,41,591
1323,40,591
1324,40,591
1325,40,591
1326,40,591
1327,40,591
1328,40,591
1329,40,591
1330,40,591
1331,40,591
1332,40,591
1333,40,591
1334,40,591
1335,40,591
1336,40,591
1337,40,591
1338,40,591
1339,40,591
1340,40,591
1341,40,591
1342,40,591
1343,40,591
1344,40,591
1345,40,591
1346,40,591
1347,40,591
1348,40,591
1349,40,591
1350,40,591
1351,40,591
1352,40,591
1353,40,591
1354,40,591
1355,40,591
1356,40,591
1357,40,591
1358,40,591
1359,40,591
1360,40,591
1361,40,591
1362,40,591
1363,40,591
1364,40,591
1365,40,591
1366,40,591
1367,40,591
1368,40,591
1369,40,591
1370,40,591
1371,40,591
1372,40,591
1373,40,591
1374,40,591
1375,40,591
1376,40,591
1377,40,591
1378,40,591
1379,40,591
1380,40,591
1381,40,591
1382,40,591
1383,40,591
1384,40,591
1385,40,591
1386,40,591
1387,40,591
1388,40,591
1389,40,591
1390,40,591
1391,40,591
1392,40,591
1393,40,591
1394,40,591
1395,40,591
1396,40,590
1397,40,591
1398,40,591
1399,40,591
1400,40,591
1401,40,591
1402,40,591
1403,40,591
1404,40,591
1405,40,591
1406,40,591
1407,40,591
1408,40,591
1409,40,591
1410,40,591
1411,40,591
1412,40,591
1413,40,591
1414,40,591
1415,40,591
1416,40,591
1417,40,591
1418,40,591
1419,40,591
1420,40,591
1421,40,591
1422,40,591
1423,40,591
1424,40,591
1425,40,591
1426,40,591
1427,40,591
1428,40,591
1429,40,591
1430,40,591
1431,40,591
1432,40,591
1433,40,591
1434,40,591
1435,40,591
1436,40,591
1437,40,591
1438,40,591
1439,40,591
1440,40,591
1441,40,591
1442,40,591
1443,40,591
1444,40,591
1445,40,591
1446,40,591
1447,40,591
1448,40,591
1449,40,591
1450,40,591
1451,40,591
1452,41,592
1453,41,593
1454,41,595
1455,41,596
1456,42,596
1457,267,8
1458,263,8
1459,258,9
1460,255,9
1461,251,9
1462,247,10
1463,243,10
1464,240,10
1465,236,11
1466,234,11
1467,230,11
1468,227,12
1469,224,12
1470,222,12
1471,220,13
1472,218,13
1473,217,13
1474,217,13
1475,217,13
1476,218,13
1477,217,13
1478,219,13
1479,219,13
1480,220,13
1481,220,12
1482,221,12
1483,221,12
1484,221,12
1485,221,12
1486,221,12
1487,220,12
1488,219,12
1489,219,12
1490,219,12
1491,219,12
1492,219,12
1493,219,12
1494,218,13
1495,218,13
1496,217,13
1497,217,13
1498,216,13
1499,216,13
1500,215,13
1501,215,13
1502,214,13
1503,211,13
1504,208,13
1505,213,14
1506,210,13
1507,214,14
1508,211,13
1509,215,14
1510,213,13
1511,216,13
1512,216,13
1513,219,13
1514,218,13
1515,221,13
1516,221,12
1517,222,12
1518,223,12
1519,224,12
1520,226,12
1521,227,12
1522,228,11
1523,229,11
1524,230,11
1525,231,11
1526,232,11
1527,234,11
1528,234,11
1529,236,11
1530,236,11
1531,238,10
1532,238,10
1533,239,10
1534,240,10
1535,241,10
1536,242,10
1537,243,10
1538,244,10
1539,245,10
1540,246,10
1541,247,10
1542,247,10
1543,248,9
1544,249,9
1545,250,9
1546,251,9
1547,252,9
1548,252,9
1549,254,9
1550,254,9
1551,255,9
1552,256,9
1553,256,9
1554,258,9
1555,259,9
1556,259,9
1557,260,9
1558,261,9
1559,261,9
1560,262,9
1561,262,9
1562,263,9
1563,264,8
1564,265,8
1565,265,8
1566,266,8
1567,267,8
1568,267,8
1569,268,8
1570,268,8
1571,269,8
1572,42,597
1573,42,597
1574,42,597
1575,41,597
1576,41,597
1577,41,597
1578,41,596
1579,41,597
1580,41,596
1581,41,596
1582,41,596
1583,41,596
1584,41,596
1585,41,596
1586,41,595
1587,41,595
1588,41,595
1589,41,595
1590,41,595
1591,41,595
1592,41,595
1593,41,595
1594,41,595
1595,41,595
1596,41,595
1597,41,594
1598,41,594
1599,41,594
1600,41,594
1601,41,594
1602,41,594
1603,41,594
1604,41,594
1605,41,594
1606,41,594
1607,41,594
1608,41,594
1609,41,594
1610,41,594
1611,41,594
1612,41,593
1613,41,593
1614,41,593
1615,41,593
1616,41,593
1617,41,593
1618,41,593
1619,41,593
1620,41,593
1621,41,593
1622,41,593
1623,41,593
1624,41,593
1625,41,593
1626,41,593
1627,41,592
1628,41,592
1629,41,592
1630,41,592
1631,41,592
1632,41,592
1633,41,592
1634,41,592
1635,41,592
1636,41,592
1637,41,592
1638,41,592
1639,41,592
1640,41,592
1641,41,592
1642,41,592
1643,41,592
1644,41,592
1645,41,592
1646,41,592
1647,41,592
1648,41,591
1649,41,592
1650,41,592
1651,41,591
1652,40,592
1653,40,592
1654,40,592
1655,40,592
1656,40,592
1657,40,592
1658,40,591
1659,40,592
1660,40,592
1661,40,592
1662,40,592
1663,40,592
1664,40,591
1665,40,591
1666,40,592
1667,40,592
1668,40,592
1669,40,592
1670,40,592
1671,40,592
1672,40,592
1673,40,591
1674,40,591
1675,40,591
1676,40,591
1677,40,591
1678,40,591
1679,40,591
1680,40,591
1681,40,591
1682,40,591
1683,40,591
1684,40,591
1685,40,591
1686,40,591
1687,40,591
1688,40,591
1689,40,591
1690,40,591
1691,40,591
1692,40,591
1693,40,591
1694,40,591
1695,40,591
1696,40,591
1697,40,591
1698,40,591
1699,40,591
1700,40,591
1701,40,591
1702,40,591
1703,40,590
1704,40,590
1705,40,590
1706,40,590
1707,40,590
1708,40,590
1709,40,590
1710,40,590
1711,40,589
1712,40,589
1713,40,588
1714,40,588
1715,40,588
1716,41,587
1717,40,587
1718,40,587
1719,40,587
1720,40,586
1721,41,586
1722,40,586
1723,41,586
1724,41,586
1725,41,585
1726,41,582
1727,41,581
1728,41,581
1729,41,580
1730,41,580
1731,41,580
1732,41,579
1733,41,579
1734,41,578
1735,41,578
1736,41,577
1737,41,577
1738,41,576
1739,42,576
1740,42,575
1741,42,574
1742,42,573
1743,42,573
1744,42,572
1745,42,571
1746,43,570
1747,305,7
1748,305,7
1749,305,7
1750,304,7
1751,305,7
1752,305,7
1753,305,7
1754,305,7
1755,305,7
1756,305,7
1757,305,7
1758,305,7
1759,305,7
1760,306,7
1761,305,7
1762,305,7
1763,305,7
1764,305,7
1765,305,7
1766,305,7
1767,305,7
1768,305,7
1769,305,7
1770,305,7
1771,305,7
1772,305,7
1773,305,7
1774,305,7
1775,305,7
1776,305,7
1777,305,7
1778,305,7
1779,306,7
1780,305,7
1781,305,7
1782,305,7
1783,305,7
1784,306,7
1785,305,7
1786,305,7
1787,305,7
1788,305,7
1789,305,7
1790,305,7
1791,305,7
1792,306,7
1793,305,7
1794,305,7
1795,305,7
1796,305,7
1797,305,7
1798,305,7
1799,305,7
1800,305,7
1801,305,7
1802,305,7
1803,305,7
1804,306,7
1805,306,7
1806,305,7
1807,305,7
1808,305,7
1809,305,7
1810,305,7
1811,305,7
1812,305,7
1813,306,7
1814,305,7
1815,306,7
1816,306,7
1817,305,7
1818,305,7
1819,305,7
1820,305,7
1821,305,7
1822,305,7
1823,305,7
1824,305,7
1825,305,7
1826,305,7
1827,305,7
1828,305,7
1829,305,7
1830,306,7
1831,306,7
1832,305,7
1833,306,7
1834,306,7
1835,306,7
1836,306,7
1837,305,7
1838,305,7
1839,305,7
1840,306,7
1841,306,7
1842,306,7
1843,306,7
1844,305,7
1845,306,7
1846,305,7
1847,306,7
1848,306,7
1849,306,7
1850,306,7
1851,306,7
1852,305,7
1853,305,7
1854,305,7
1855,305,7
1856,305,7
1857,306,7
1858,306,7
1859,305,7
1860,305,7
1861,306,7
1862,306,7
1863,306,7
1864,306,7
1865,305,7
1866,305,7
1867,306,7
1868,306,7
1869,306,7
1870,306,7
1871,306,7
1872,306,7
1873,306,7
1874,306,7
1875,307,7
1876,306,7
1877,307,7
1878,306,7
1879,306,7
1880,306,7
1881,306,7
1882,306,7
1883,306,7
1884,306,7
1885,306,7
1886,305,7
1887,306,7
1888,306,7
1889,306,7
1890,306,7
1891,306,7
1892,306,7
1893,306,7
1894,306,7
1895,306,7
1896,305,7
1897,306,7
1898,305,7
1899,305,7
1900,305,7
1901,305,7
1902,305,7
1903,306,7
1904,306,7
1905,306,7
1906,305,7
1907,305,7
1908,305,7
1909,305,7
1910,305,7
1911,305,7
1912,305,7
1913,305,7
1914,306,7
1915,305,7
1916,305,7
1917,305,7
1918,305,7
1919,306,7
1920,306,7
1921,306,7
1922,306,7
1923,306,7
1924,306,7
1925,306,7
1926,306,7
1927,306,7
1928,305,7
1929,305,7
1930,306,7
1931,306,7
1932,306,7
1933,305,7
1934,305,7
1935,305,7
1936,306,7
1937,306,7
1938,306,7
1939,305,7
1940,305,7
1941,306,7
1942,305,7
1943,305,7
1944,305,7
1945,305,7
1946,305,7
1947,305,7
1948,305,7
1949,305,7
1950,305,7
1951,44,566
1952,44,567
1953,44,567
1954,44,567
1955,43,567
1956,44,567
1957,44,567
1958,44,567
1959,44,568
1960,43,568
1961,43,569
1962,43,569
1963,43,570
1964,43,570
1965,43,570
1966,43,571
1967,43,571
1968,43,571
1969,43,571
1970,43,571
1971,305,7
1972,306,7
1973,306,7
1974,305,7
1975,30
